1,5.6.0.0/16,6,2
2,5.6.0.0/16,6,6
3,5.6.0.0/16,6,2
4,5.6.0.0/16,6,2
5,5.6.0.0/16,6,6
6,5.6.0.0/16,6,6
7,5.6.0.0/16,7,7
8,5.6.0.0/16,6,6
9,5.6.0.0/16,6,6
10,5.6.0.0/16,7,7
